"id";"timestamp";"amount";"customer_id";"product_id"
"57721";"2014-03-27 00:13:12";"1,40";"201";"21"
"57728";"2014-03-27 00:16:38";"2,40";"610";"57"
"57732";"2014-03-27 00:30:41";"1,40";"688";"21"
"57739";"2014-03-27 00:43:54";"1,90";"798";"82"
"57744";"2014-03-27 01:18:48";"1,90";"456";"82"
"57750";"2014-03-27 01:48:16";"2,40";"201";"57"
"57763";"2014-03-27 22:01:43";"1,40";"689";"21"
"57764";"2014-03-27 22:13:20";"1,90";"456";"82"
"57842";"2014-04-01 00:32:44";"1,90";"456";"82"
"57863";"2014-04-01 22:10:04";"1,90";"808";"82"
"57887";"2014-04-01 22:35:39";"1,40";"787";"21"
"57891";"2014-04-01 22:39:45";"2,40";"777";"57"
"57954";"2014-04-07 21:27:29";"1,90";"456";"82"
"57967";"2014-04-07 22:16:52";"1,40";"832";"21"
"57977";"2014-04-07 22:56:21";"1,90";"320";"82"
"57987";"2014-04-08 00:02:41";"2,40";"456";"57"
"58000";"2014-04-08 20:19:53";"2,40";"845";"57"
"57999";"2014-04-08 20:19:53";"2,40";"845";"57"
"58006";"2014-04-08 20:28:30";"2,40";"861";"57"
"58020";"2014-04-08 21:02:08";"1,90";"456";"82"
"58070";"2014-04-08 22:41:41";"1,90";"210";"82"
"58078";"2014-04-08 22:48:05";"1,40";"599";"21"
"58079";"2014-04-08 22:48:08";"1,40";"599";"21"
"58086";"2014-04-08 22:59:19";"2,40";"610";"57"
"58109";"2014-04-09 00:04:59";"1,40";"201";"21"
"58112";"2014-04-09 00:21:13";"2,40";"610";"57"
"58121";"2014-04-09 00:33:16";"2,40";"456";"57"
"58122";"2014-04-09 00:34:57";"1,90";"210";"82"
"58123";"2014-04-09 00:36:04";"2,40";"815";"57"
"58125";"2014-04-09 00:57:13";"1,90";"788";"82"
"58126";"2014-04-09 00:57:13";"1,90";"788";"82"
"58144";"2014-04-09 20:09:43";"2,40";"777";"57"
"58209";"2014-04-09 23:00:50";"1,90";"800";"82"
"58212";"2014-04-09 23:05:57";"1,40";"201";"21"
"58323";"2014-04-10 00:17:10";"2,40";"201";"57"
"58385";"2014-04-10 01:52:52";"2,40";"853";"57"
"58402";"2014-04-12 20:59:14";"1,40";"201";"21"
"58403";"2014-04-12 20:59:14";"1,90";"201";"82"
"58404";"2014-04-12 21:00:00";"1,90";"716";"82"
"58407";"2014-04-12 21:10:28";"1,40";"201";"21"
"58421";"2014-04-12 23:16:40";"2,40";"320";"57"
"58454";"2014-04-13 00:17:13";"1,90";"643";"82"
"58453";"2014-04-13 00:17:13";"1,90";"643";"82"
"58448";"2014-04-13 00:17:13";"2,40";"643";"57"
"58447";"2014-04-13 00:17:13";"2,40";"643";"57"
"58459";"2014-04-13 01:06:51";"1,40";"201";"21"
"58464";"2014-04-15 20:56:42";"1,40";"201";"21"
"58478";"2014-04-15 22:57:31";"2,40";"368";"57"
"58494";"2014-04-15 23:46:38";"2,40";"766";"57"
"58527";"2014-04-20 22:54:05";"1,40";"201";"21"
"58529";"2014-04-20 23:03:10";"1,90";"590";"82"
"58530";"2014-04-20 23:03:42";"1,90";"716";"82"
"58537";"2014-04-20 23:10:53";"1,90";"815";"82"
"58540";"2014-04-20 23:48:20";"2,40";"201";"57"
"58575";"2014-04-22 20:34:56";"2,40";"798";"57"
"58602";"2014-04-22 21:44:00";"2,40";"861";"57"
"58603";"2014-04-22 21:44:52";"1,90";"716";"82"
"58609";"2014-04-22 21:48:18";"1,90";"647";"82"
"58613";"2014-04-22 21:57:52";"1,90";"852";"82"
"58642";"2014-04-22 23:46:16";"1,40";"201";"21"
"58647";"2014-04-23 15:39:53";"2,40";"788";"57"
"58648";"2014-04-23 15:42:01";"2,40";"664";"57"
"58656";"2014-04-23 19:36:54";"1,40";"819";"21"
"58665";"2014-04-23 22:34:18";"1,40";"852";"21"
"58666";"2014-04-23 22:34:28";"1,40";"819";"21"
"58668";"2014-04-23 22:41:13";"2,40";"744";"57"
"58669";"2014-04-23 22:41:14";"2,40";"744";"57"
"58697";"2014-04-23 22:56:25";"1,40";"201";"21"
"58802";"2014-04-24 00:16:20";"1,90";"655";"82"
"58827";"2014-04-24 00:54:59";"1,90";"456";"82"
"58843";"2014-04-24 01:13:17";"2,40";"832";"57"
"58857";"2014-04-24 01:54:51";"2,40";"832";"57"
"58862";"2014-04-24 19:25:41";"2,40";"832";"57"
"58864";"2014-04-25 15:44:35";"2,40";"832";"57"
